id,algoritmo,categoria,codigo_limpo,num_linhas,num_caracteres,num_for,num_while,num_lacos_total,num_if,num_elif_else,num_return,num_break,num_continue,num_atribuicoes,num_atribuicoes_aumentadas,num_subscript,num_chamadas_funcao,num_chamadas_recursivas,num_op_aritmeticos,num_op_relacionais,num_op_logicos,num_literais_numericos,num_literais_string,num_comparacoes_none,profundidade_maxima,uso_antes_definicao,razao_atribuicoes_por_linha,razao_subscript_por_linha
contar_vogais_computacao_v2,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 2
return contador",6,110,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_computacao_v3,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador = 1
return contador",6,109,1,0,1,1,0,1,0,0,3,0,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_computacao_v4,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais[1:]:
        contador += 1
return contador",6,114,1,0,1,1,0,1,0,0,2,1,1,0,0,0,1,0,3,1,0,2,1,0.5,0.167
contar_vogais_computacao_v5,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char not in vogais:
        contador += 1
return contador",6,114,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_computacao_v6,contar_vogais,computacao,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char.isalpha():
        contador += 1
return contador",6,110,1,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,2,1,0,2,1,0.5,0.0
contar_vogais_controle_v1,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
i = 0
while i < len(s):
    if s[i] in vogais:
        contador += 1
return contador",7,119,0,1,1,1,0,1,0,0,3,1,1,1,0,0,2,0,3,1,0,2,3,0.571,0.143
contar_vogais_controle_v2,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
i = 0
while i > len(s):
    if s[i] in vogais:
        contador += 1
    i += 1
return contador",8,130,0,1,1,1,0,1,0,0,3,2,1,1,0,0,2,0,4,1,0,2,3,0.625,0.125
contar_vogais_controle_v3,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char.isupper():
        continue
    if char in vogais:
        contador += 1
return contador",8,150,1,0,1,2,0,1,0,1,2,1,0,1,0,0,1,0,2,1,0,2,1,0.375,0.0
contar_vogais_controle_v4,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
    break
return contador",7,120,1,0,1,1,0,1,1,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.429,0.0
contar_vogais_controle_v5,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        pass
    else:
        contador += 1
return contador",8,133,1,0,1,1,1,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.375,0.0
contar_vogais_controle_v6,contar_vogais,controle,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais and char.isupper():
        contador += 1
return contador",6,129,1,0,1,1,0,1,0,0,2,1,0,1,0,0,1,1,2,1,0,2,1,0.5,0.0
contar_vogais_dados_v1,contar_vogais,dados,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
return contador",6,110,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_dados_v2,contar_vogais,dados,"vogais = 'aeiouAEIOU'
contador = 0
for i in range(len(s) + 1):
    if s[i] in vogais:
        contador += 1
return contador",6,123,1,0,1,1,0,1,0,0,2,1,1,2,0,1,1,0,3,1,0,2,4,0.5,0.167
contar_vogais_dados_v3,contar_vogais,dados,"primeiro = s[0]
vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
return contador",7,126,1,0,1,1,0,1,0,0,3,1,1,0,0,0,1,0,3,1,0,2,2,0.571,0.143
contar_vogais_dados_v4,contar_vogais,dados,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char.lower() in vogais.lower():
        contador += 1
return contador",6,126,1,0,1,1,0,1,0,0,2,1,0,2,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_dados_v5,contar_vogais,dados,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
return contador if s or s == '' else 0",6,133,1,0,1,1,0,1,0,0,2,1,0,0,0,0,2,1,3,2,0,2,3,0.5,0.0
contar_vogais_dados_v6,contar_vogais,dados,"ultima_letra = s[-1]
vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
return contador",7,131,1,0,1,1,0,1,0,0,3,1,1,0,0,0,1,0,3,1,0,2,2,0.571,0.143
contar_vogais_desempenho_v1,contar_vogais,desempenho,"contador = 0
for char in s:
    for vogal in 'aeiouAEIOU':
        if char == vogal:
            contador += 1
return contador",6,126,2,0,2,1,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,3,1,0.333,0.0
contar_vogais_desempenho_v2,contar_vogais,desempenho,"contador = 0
for char in s:
    vogais = 'a' + 'e' + 'i' + 'o' + 'u' + 'A' + 'E' + 'I' + 'O' + 'U'
    if char in vogais:
        contador += 1
return contador",6,159,1,0,1,1,0,1,0,0,2,1,0,0,0,9,1,0,2,10,0,2,1,0.5,0.0
contar_vogais_desempenho_v3,contar_vogais,desempenho,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    letras = list(s)
    if char in vogais:
        contador += 1
return contador",7,131,1,0,1,1,0,1,0,0,3,1,0,1,0,0,1,0,2,1,0,2,3,0.571,0.0
contar_vogais_desempenho_v4,contar_vogais,desempenho,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        s.count(char)
        contador += 1
return contador",7,132,1,0,1,1,0,1,0,0,2,1,0,1,0,0,1,0,2,1,0,2,2,0.429,0.0
contar_vogais_desempenho_v5,contar_vogais,desempenho,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    for _ in s:
        pass
    if char in vogais:
        contador += 1
return contador",8,139,2,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,2,0.375,0.0
contar_vogais_desempenho_v6,contar_vogais,desempenho,"contador = 0
for vogal in 'aeiouAEIOU':
    contador += s.count(vogal)
return contador",4,86,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0.5,0.0
contar_vogais_excesso_v1,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
        if char in vogais:
            pass
return contador",8,154,1,0,1,2,0,1,0,0,2,1,0,0,0,0,2,0,2,1,0,3,1,0.375,0.0
contar_vogais_excesso_v2,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    maiuscula = char.upper()
    if char in vogais:
        contador += 1
return contador",7,139,1,0,1,1,0,1,0,0,3,1,0,1,0,0,1,0,2,1,0,2,1,0.571,0.0
contar_vogais_excesso_v3,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
        contador = contador
return contador",7,138,1,0,1,1,0,1,0,0,3,1,0,0,0,0,1,0,2,1,0,2,1,0.571,0.0
contar_vogais_excesso_v4,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
for _ in '':
    pass
return contador",8,132,2,0,2,1,0,1,0,0,2,1,0,0,0,0,1,0,2,2,0,2,1,0.375,0.0
contar_vogais_excesso_v5,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
    if False:
        contador = 0
return contador",8,145,1,0,1,2,0,1,0,0,3,1,0,0,0,0,1,0,3,1,0,2,1,0.5,0.0
contar_vogais_excesso_v6,contar_vogais,excesso,"vogais = 'aeiouAEIOU'
contador = 0
for char in s:
    if char in vogais:
        contador += 1
        contador += 0
return contador",7,132,1,0,1,1,0,1,0,0,2,2,0,0,0,0,1,0,3,1,0,2,1,0.571,0.0
contar_vogais_inicializacao_v1,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
for char in s:
    if char in vogais:
        contador += 1
return contador",5,97,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,2,2,0.4,0.0
contar_vogais_inicializacao_v2,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
contador = None
for char in s:
    if char in vogais:
        contador += 1
return contador",6,113,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,1,1,0,2,1,0.5,0.0
contar_vogais_inicializacao_v3,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
contador = ''
for char in s:
    if char in vogais:
        contador += 1
return contador",6,111,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,1,2,0,2,1,0.5,0.0
contar_vogais_inicializacao_v4,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
for char in s:
    contador = 0
    if char in vogais:
        contador += 1
return contador",6,114,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,1,0.5,0.0
contar_vogais_inicializacao_v5,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
total = 0
for char in s:
    if char in vogais:
        contador += 1
return contador",6,107,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,2,0.5,0.0
contar_vogais_inicializacao_v6,contar_vogais,inicializacao,"vogais = 'aeiouAEIOU'
for char in s:
    if char in vogais:
        contador += 1
contador = 0
return contador",6,110,1,0,1,1,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,2,2,0.5,0.0
fatorial_comissao_v1,fatorial,comissao,"resultado = 0
for i in range(1, n + 1):
    resultado += i
return resultado",4,75,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_comissao_v2,fatorial,comissao,"resultado = n ** n
return resultado",2,35,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.5,0.0
fatorial_comissao_v3,fatorial,comissao,"resultado = 1
for i in range(2, n + 1, 2):
    resultado *= i
return resultado",4,78,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,4,0,0,1,2,0.5,0.0
fatorial_comissao_v4,fatorial,comissao,"resultado = 1
for i in range(1, n):
    resultado *= i
return resultado",4,71,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.5,0.0
fatorial_comissao_v5,fatorial,comissao,"fatores = []
for i in range(1, n + 1):
    fatores.append(i)
return fatores",4,75,1,0,1,0,0,1,0,0,1,0,0,2,0,1,0,0,2,0,0,1,2,0.25,0.0
fatorial_comissao_v6,fatorial,comissao,"if n <= 1:
    return n
a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return a",6,83,1,0,1,1,0,2,0,0,2,0,0,1,0,1,1,0,3,0,0,1,4,0.333,0.0
fatorial_computacao_v1,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado += i
return resultado",4,75,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_computacao_v2,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado *= i * 2
return resultado",4,79,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,4,0,0,1,2,0.5,0.0
fatorial_computacao_v3,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado = i
return resultado",4,74,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_computacao_v4,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado **= i
return resultado",4,76,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_computacao_v5,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado *= (i - 1)
return resultado",4,81,1,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,4,0,0,1,2,0.5,0.0
fatorial_computacao_v6,fatorial,computacao,"resultado = 1
for i in range(1, n + 1):
    resultado //= i
return resultado",4,76,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_controle_v1,fatorial,controle,"resultado = 1
i = 1
while i <= n:
    resultado *= i
return resultado",5,69,0,1,1,0,0,1,0,0,2,1,0,0,0,0,1,0,2,0,0,1,1,0.6,0.0
fatorial_controle_v2,fatorial,controle,"resultado = 1
i = 1
while i >= n:
    resultado *= i
    i += 1
return resultado",6,80,0,1,1,0,0,1,0,0,2,2,0,0,0,0,1,0,3,0,0,1,1,0.667,0.0
fatorial_controle_v3,fatorial,controle,"resultado = 1
for i in range(1, n + 1):
    if i % 2 == 0:
        continue
    resultado *= i
return resultado",6,111,1,0,1,1,0,1,0,1,1,1,0,1,0,2,1,0,5,0,0,2,2,0.333,0.0
fatorial_controle_v4,fatorial,controle,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
    break
return resultado",5,85,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.4,0.0
fatorial_controle_v5,fatorial,controle,"resultado = 1
if n >= 0:
    return resultado
for i in range(1, n + 1):
    resultado *= i
return resultado",6,107,1,0,1,1,0,2,0,0,1,1,0,1,0,1,1,0,4,0,0,1,3,0.333,0.0
fatorial_controle_v6,fatorial,controle,"resultado = 1
i = 1
while i <= n or i < 1:
    resultado *= i
    i += 1
return resultado",6,89,0,1,1,0,0,1,0,0,2,2,0,0,0,0,2,1,4,0,0,1,1,0.667,0.0
fatorial_dados_v1,fatorial,dados,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
return resultado",4,75,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_dados_v2,fatorial,dados,"resultado = 1
for i in range(1, int(n) + 1) if isinstance(n, int) else range(1, n + 1):
    resultado *= i
return resultado",4,123,1,0,1,0,0,1,0,0,1,1,0,4,0,2,0,0,5,0,0,1,8,0.5,0.0
fatorial_dados_v3,fatorial,dados,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
return resultado if n is not None else resultado",4,107,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,3,0,1,1,3,0.5,0.0
fatorial_dados_v4,fatorial,dados,"tabela = [1, 1, 2, 6, 24, 120]
resultado = 1
for i in range(1, n + 1):
    resultado *= i
return tabela[n] if resultado else resultado",5,134,1,0,1,0,0,1,0,0,2,1,1,1,0,1,0,0,9,0,0,1,3,0.6,0.2
fatorial_dados_v5,fatorial,dados,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
return resultado * (10 ** 1000 // 10 ** 1000)",4,104,1,0,1,0,0,1,0,0,1,1,0,1,0,5,0,0,7,0,0,1,2,0.5,0.0
fatorial_dados_v6,fatorial,dados,"valores_conhecidos = [1, 1, 2, 6, 24]
if n < len(valores_conhecidos):
    return valores_conhecidos[n]
resultado = 1
for i in range(1, n + 1):
    resultado *= i
return resultado",7,178,1,0,1,1,0,2,0,0,2,1,1,2,0,1,1,0,8,0,0,1,5,0.429,0.143
fatorial_desempenho_v1,fatorial,desempenho,"def auxiliar(valor):
    if valor <= 1:
        return 1
    return valor * auxiliar(valor - 1)
return auxiliar(n)",5,114,0,0,0,1,0,3,0,0,0,0,0,2,2,2,1,0,3,0,0,1,2,0.0,0.0
fatorial_desempenho_v2,fatorial,desempenho,"resultado = 1
for i in range(1, n + 1):
    resultado = 1
    for k in range(1, i + 1):
        resultado *= k
return resultado",6,127,2,0,2,0,0,1,0,0,2,1,0,2,0,2,0,0,6,0,0,2,3,0.5,0.0
fatorial_desempenho_v3,fatorial,desempenho,"resultado = 1
for i in range(1, n + 1):
    for _ in range(1):
        for _ in range(1):
            resultado *= i
return resultado",6,133,3,0,3,0,0,1,0,0,1,1,0,3,0,1,0,0,5,0,0,3,4,0.333,0.0
fatorial_desempenho_v4,fatorial,desempenho,"numeros = [i for i in range(1, n + 1)]
resultado = 1
for i in numeros:
    resultado *= i
return resultado",5,106,1,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,3,0,0,1,3,0.6,0.0
fatorial_desempenho_v5,fatorial,desempenho,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
    _ = str(resultado)
return resultado",5,98,1,0,1,0,0,1,0,0,2,1,0,2,0,1,0,0,3,0,0,1,3,0.6,0.0
fatorial_desempenho_v6,fatorial,desempenho,"resultado = 1
for i in range(1, n + 1):
    intervalo = list(range(1, i + 1))
    resultado = 1
    for k in intervalo:
        resultado *= k
return resultado",7,159,2,0,2,0,0,1,0,0,3,1,0,3,0,2,0,0,6,0,0,2,4,0.571,0.0
fatorial_excesso_v1,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
    resultado *= 1
return resultado",5,94,1,0,1,0,0,1,0,0,1,2,0,1,0,1,0,0,4,0,0,1,2,0.6,0.0
fatorial_excesso_v2,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    dobro = i * 2
    resultado *= i
return resultado",5,93,1,0,1,0,0,1,0,0,2,1,0,1,0,2,0,0,4,0,0,1,2,0.6,0.0
fatorial_excesso_v3,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    if i > 0:
        if i > 0:
            resultado *= i
return resultado",6,115,1,0,1,2,0,1,0,0,1,1,0,1,0,1,2,0,5,0,0,3,2,0.333,0.0
fatorial_excesso_v4,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
    resultado = resultado
return resultado",5,101,1,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,3,0,0,1,2,0.6,0.0
fatorial_excesso_v5,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
for _ in range(0):
    resultado *= 1
return resultado",6,113,2,0,2,0,0,1,0,0,1,2,0,2,0,1,0,0,5,0,0,1,3,0.5,0.0
fatorial_excesso_v6,fatorial,excesso,"resultado = 1
for i in range(1, n + 1):
    resultado *= i
    if False:
        resultado = 0
return resultado",6,111,1,0,1,1,0,1,0,0,2,1,0,1,0,1,0,0,4,0,0,2,2,0.5,0.0
fatorial_inicializacao_v1,fatorial,inicializacao,"for i in range(1, n + 1):
    resultado *= i
return resultado",3,61,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,1,3,0.333,0.0
fatorial_inicializacao_v2,fatorial,inicializacao,"resultado = None
for i in range(1, n + 1):
    resultado *= i
return resultado",4,78,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fatorial_inicializacao_v3,fatorial,inicializacao,"resultado = ''
for i in range(1, n + 1):
    resultado *= i
return resultado",4,76,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,2,1,0,1,2,0.5,0.0
fatorial_inicializacao_v4,fatorial,inicializacao,"for i in range(1, n + 1):
    resultado = 1
    resultado *= i
return resultado",4,79,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,2,0.5,0.0
fatorial_inicializacao_v5,fatorial,inicializacao,"valor = 1
for i in range(1, n + 1):
    resultado *= i
return resultado",4,71,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,3,0.5,0.0
fatorial_inicializacao_v6,fatorial,inicializacao,"for i in range(1, n + 1):
    resultado *= i
resultado = 1
return resultado",4,75,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,3,0,0,1,3,0.5,0.0
fibonacci_comissao_v1,fibonacci,comissao,"resultado = 1
contador = 1
while contador <= n:
    resultado *= contador
    contador += 1
return resultado",6,108,0,1,1,0,0,1,0,0,2,2,0,0,0,0,1,0,3,0,0,1,1,0.667,0.0
fibonacci_comissao_v2,fibonacci,comissao,"a, b = 0, 1
termos = []
for _ in range(n):
    termos.append(a)
    a, b = b, a + b
return termos",6,97,1,0,1,0,0,1,0,0,3,0,0,2,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_comissao_v3,fibonacci,comissao,"a, b = 0, 1
soma = 0
for _ in range(n):
    soma += a
    a, b = b, a + b
return soma",6,85,1,0,1,0,0,1,0,0,3,1,0,1,0,1,0,0,3,0,0,1,2,0.667,0.0
fibonacci_comissao_v4,fibonacci,comissao,"a, b = 2, 1
for _ in range(n):
    a, b = b, a + b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_comissao_v5,fibonacci,comissao,"a, b = 0, 1
for _ in range(n + 1):
    a, b = b, a + b
return a",4,63,1,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,3,0,0,1,2,0.5,0.0
fibonacci_comissao_v6,fibonacci,comissao,"resultado = 1
for _ in range(n):
    resultado *= 2
return resultado",4,68,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v1,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    a, b = b, a * b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v2,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    b = a + b
return a",4,53,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v3,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    a, b = b, b + b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v4,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    a, b = b, a - b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v5,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return b",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_computacao_v6,fibonacci,computacao,"a, b = 0, 1
for _ in range(n):
    a, b = b, (a * 2) + b
return a",4,65,1,0,1,0,0,1,0,0,2,0,0,1,0,2,0,0,3,0,0,1,2,0.5,0.0
fibonacci_controle_v1,fibonacci,controle,"a, b = 0, 1
count = 0
while count < n:
    a, b = b, a + b
return a",5,67,0,1,1,0,0,1,0,0,3,0,0,0,0,1,1,0,3,0,0,1,1,0.6,0.0
fibonacci_controle_v2,fibonacci,controle,"a, b = 0, 1
count = 0
while count > n:
    a, b = b, a + b
    count += 1
return a",6,82,0,1,1,0,0,1,0,0,3,1,0,0,0,1,1,0,4,0,0,1,1,0.667,0.0
fibonacci_controle_v3,fibonacci,controle,"a, b = 0, 1
for i in range(n):
    if i % 2 == 0:
        continue
    a, b = b, a + b
return a",6,95,1,0,1,1,0,1,0,1,2,0,0,1,0,2,1,0,4,0,0,2,2,0.333,0.0
fibonacci_controle_v4,fibonacci,controle,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
    break
return a",5,69,1,0,1,0,0,1,1,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.4,0.0
fibonacci_controle_v5,fibonacci,controle,"if n <= 0:
    pass
else:
    return 0
a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return a",8,98,1,0,1,1,1,2,0,0,2,0,0,1,0,1,1,0,4,0,0,1,3,0.25,0.0
fibonacci_controle_v6,fibonacci,controle,"a, b = 0, 1
count = 0
while count < n or count == 0:
    a, b = b, a + b
    count += 1
return a",6,96,0,1,1,0,0,1,0,0,3,1,0,0,0,1,2,1,5,0,0,1,1,0.667,0.0
fibonacci_dados_v1,fibonacci,dados,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_dados_v2,fibonacci,dados,"tabela = [0, 1, 1, 2, 3, 5, 8]
a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return tabela[n] if a else a",5,110,1,0,1,0,0,1,0,0,3,0,1,1,0,1,0,0,9,0,0,1,3,0.6,0.2
fibonacci_dados_v3,fibonacci,dados,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return a",4,59,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,1,2,0.5,0.0
fibonacci_dados_v4,fibonacci,dados,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
return a % (10 ** 1000)",4,74,1,0,1,0,0,1,0,0,2,0,0,1,0,3,0,0,4,0,0,1,2,0.5,0.0
fibonacci_dados_v5,fibonacci,dados,"termos = [0, 1]
for i in range(2, n):
    termos.append(termos[i - 1] + termos[i - 2])
return termos[n]",4,103,1,0,1,0,0,1,0,0,1,0,3,2,0,3,0,0,5,0,0,1,3,0.25,0.75
fibonacci_dados_v6,fibonacci,dados,"a, b = 0, 1
sequencia = []
for _ in range(n):
    a, b = b, a + b
    sequencia.append(a)
return sequencia[n]",6,109,1,0,1,0,0,1,0,0,3,0,1,2,0,1,0,0,2,0,0,1,3,0.5,0.167
fibonacci_desempenho_v1,fibonacci,desempenho,"def auxiliar(valor):
    if valor <= 1:
        return valor
    return auxiliar(valor - 1) + auxiliar(valor - 2)
return auxiliar(n)",5,132,0,0,0,1,0,3,0,0,0,0,0,3,3,3,1,0,3,0,0,1,2,0.0,0.0
fibonacci_desempenho_v2,fibonacci,desempenho,"a, b = 0, 1
for i in range(n):
    a, b = 0, 1
    for _ in range(i):
        a, b = b, a + b
return a",6,102,2,0,2,0,0,1,0,0,3,0,0,2,0,1,0,0,4,0,0,2,3,0.5,0.0
fibonacci_desempenho_v3,fibonacci,desempenho,"termos = []
a, b = 0, 1
for _ in range(n):
    termos.append(a)
    a, b = b, a + b
return termos[-1] if termos else 0",6,118,1,0,1,0,0,1,0,0,3,0,1,2,0,1,0,0,4,0,0,1,2,0.5,0.167
fibonacci_desempenho_v4,fibonacci,desempenho,"a, b = 0, 1
for _ in range(n):
    for _ in range(1):
        for _ in range(1):
            a, b = b, a + b
return a",6,117,3,0,3,0,0,1,0,0,2,0,0,3,0,1,0,0,4,0,0,3,4,0.333,0.0
fibonacci_desempenho_v5,fibonacci,desempenho,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
    _ = str(a)
return a",5,74,1,0,1,0,0,1,0,0,3,0,0,2,0,1,0,0,2,0,0,1,3,0.6,0.0
fibonacci_desempenho_v6,fibonacci,desempenho,"termos = [0, 1]
for i in range(2, n + 2):
    termos.append(sum(termos[i - 2:i]))
return termos[n] if n < len(termos) else termos[-1]",4,133,1,0,1,0,0,1,0,0,1,0,3,4,0,2,1,0,6,0,0,1,6,0.25,0.75
fibonacci_excesso_v1,fibonacci,excesso,"a, b = 0, 1
for _ in range(n):
    temp = a + b
    a, b = b, temp
    extra = temp * 1
return a",6,96,1,0,1,0,0,1,0,0,4,0,0,1,0,2,0,0,3,0,0,1,2,0.667,0.0
fibonacci_excesso_v2,fibonacci,excesso,"a, b = 0, 1
for _ in range(n):
    if n > 0:
        if n > 0:
            a, b = b, a + b
return a",6,99,1,0,1,2,0,1,0,0,2,0,0,1,0,1,2,0,4,0,0,3,4,0.333,0.0
fibonacci_excesso_v3,fibonacci,excesso,"a, b = 0, 1
for _ in range(n):
    a, b = b, a + b
    a = a
    b = b
return a",6,79,1,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,2,0,0,1,2,0.667,0.0
